Order,PID,MS SubClass,SalePrice
1245,535180120,20,133000
1246,535301080,20,116000
1247,535302130,20,137500
1248,535302140,20,130000
1249,535303030,20,180000
1250,535305030,20,139000
1251,535305160,20,110000
1252,535327230,20,100000
1253,535352080,50,118500
1254,535354200,90,146000
1255,535375140,20,89900
1256,535375160,50,114000
1257,535380050,50,140000
1258,535380110,30,86900
1259,535380140,50,139000
1260,535383100,190,106250
1261,535402120,60,171000
1262,535403010,20,139000
1263,535425060,20,186000
1264,535426260,20,157000
1265,535426350,20,148000
1266,535427070,20,242000
1267,535451010,20,116000
1268,535451050,20,94000
1269,535451230,20,98300
1270,535452120,80,127000
1271,535453020,20,159000
1272,535453040,20,125900
1273,535453210,20,155000
1274,535454150,50,138000
1275,535455060,45,112500
1276,535455080,45,105500
1277,535455090,50,127500
1278,535456050,90,130000
1279,535456070,50,150000
1280,535456100,20,109500
1281,535475020,60,140000
1282,535476370,60,167900
1283,535477090,20,136870
1284,902100020,20,143000
1285,902100030,30,73000
1286,902102060,70,157500
1287,902103150,50,122600
1288,902105010,70,111000
1289,902105020,50,256000
1290,902105130,30,64000
1291,902107030,75,139500
1292,902109080,190,118000
1293,902109110,50,200000
1294,902109120,50,119164
1295,902109160,50,122250
1296,902128075,30,120000
1297,902128150,190,155000
1298,902134100,30,78000
1299,902136110,50,95000
1300,902201120,20,115000
1301,902201140,20,147000
1302,902202090,50,140000
1303,902205070,20,46500
1304,902205090,20,112500
1305,902205140,20,107900
1306,902207120,20,65000
1307,902207220,75,295000
1308,902300110,190,139500
1309,902300215,50,153900
1310,902300260,75,132000
1311,902301140,70,98000
1312,902301150,50,114000
1313,902304060,190,130000
1314,902305080,75,129500
1315,902306120,70,129400
1316,902306130,70,161000
1317,902326060,190,163000
1318,902328040,75,128000
1319,902330010,70,122000
1320,902401010,50,116900
1321,902401120,75,325000
1322,902402260,70,55000
1323,902405070,70,184000
1324,902406020,20,110000
1325,902406090,50,131500
1326,902427045,20,97000
1327,902427150,20,115500
1328,903201030,30,138000
1329,903204010,50,108000
1330,903204095,40,79500
1331,903206070,50,153000
1332,903225050,45,109500
1333,903225140,50,124000
1334,903225160,70,106900
1335,903226060,50,164900
1336,903226150,30,119000
1337,903227080,50,120000
1338,903228040,50,157000
1339,903228060,50,105000
1340,903228090,45,113000
1341,903230110,50,115000
1342,903230120,20,79000
1343,903231080,50,123000
1344,903232030,30,81300
1345,903232090,50,162900
1346,903233080,50,150000
1347,903234090,70,123500
1348,903234100,50,129900
1349,903235010,70,128000
1350,903235100,30,68500
1351,903236010,50,127000
1352,903400180,50,207000
1353,903401020,50,184000
1354,903401030,50,162500
1355,903401050,50,145000
1356,903425420,30,130000
1357,903426160,60,160000
1358,903427090,70,161000
1359,903429010,50,127500
1360,903452025,30,93850
1361,903453050,70,136000
1362,903454100,50,141000
1363,903455030,50,120000
1364,903455140,30,127500
1365,903456130,50,127000
1366,903458110,50,89500
1367,903475020,20,125000
1368,903476110,50,79900
1369,903481010,30,85000
1370,903481100,190,82375
1371,903484020,50,135000
1372,904100020,20,124000
1373,904100040,20,134000
1374,904100160,50,135000
1375,904101170,50,134432
1376,904351280,190,127500
1377,905100020,85,148000
1378,905102170,20,129500
1379,905103030,80,157500
1380,905104080,20,109900
1381,905104110,20,145000
1382,905104180,20,130000
1383,905107280,85,153000
1384,905107380,20,120000
1385,905108170,85,152000
1386,905200090,90,108959
1387,905200100,190,95541
1388,905200160,20,80000
1389,905200510,20,149350
1390,905201020,20,144900
1391,905201110,20,185000
1392,905201120,20,165000
1393,905202230,20,235000
1394,905225040,80,140000
1395,905226030,30,108000
1396,905226110,190,145000
1397,905227050,50,152400
1398,905300020,80,144000
1399,905351089,120,173000
1400,905352030,60,192000
1401,905352070,20,245000
1402,905401045,20,241500
1403,905401060,20,256000
1404,905402090,80,177000
1405,905403060,50,125600
1406,905403150,20,155000
1407,905425125,50,240000
1408,905426030,30,260000
1409,905427050,50,185000
1410,905427070,70,235000
1411,905451330,20,159900
1412,905452070,90,99600
1413,905452120,60,134500
1414,905476120,50,119000
1415,905477050,190,107500
1416,905479110,190,125000
1417,905480150,50,79000
1418,905480240,50,95000
1419,906204150,60,262280
1420,906204280,60,260000
1421,906223110,20,226500
1422,906223140,60,225000
1423,906223220,80,229000
1424,906378190,60,177439
1425,906380030,20,248500
1426,906412010,20,475000
1427,906412050,20,395039
1428,906420130,60,228000
1429,906424010,80,225000
1430,906475100,20,195000
1431,906476030,60,200000
1432,907126030,20,155000
1433,907135020,20,144000
1434,907135260,20,145000
1435,907175080,20,226001
1436,907176010,60,215700
1437,907181120,60,207500
1438,907181140,60,193000
1439,907187030,60,188000
1440,907187080,20,191000
1441,907192130,20,221000
1442,907194020,60,231500
1443,907196040,60,235000
1444,907196050,60,223500
1445,907200110,20,130250
1446,907201060,80,149900
1447,907202010,20,158000
1448,907202160,80,147000
1449,907202190,20,143195
1450,907202240,20,163000
1451,907203090,20,110000
1452,907227050,20,127000
1453,907227300,20,124900
1454,907250020,20,230000
1455,907251090,60,237000
1456,907253060,60,235000
1457,907253110,60,230500
1458,907254020,60,230000
1459,907254090,60,222500
1460,907255020,60,287000
1461,907255030,60,274000
1462,907255060,20,300000
1463,907260010,60,255900
1464,907262030,60,224900
1465,907262060,60,240000
1466,907262070,60,183000
1467,907265100,60,207000
1468,907285080,60,210000
1469,907290150,120,136500
1470,907290250,120,145000
1471,907295020,20,208900
1472,907295100,90,185000
1473,907405020,20,214000
1474,907405140,60,208500
1475,907412040,20,186500
1476,907412070,20,210000
1477,907412080,60,185900
1478,907412090,20,179900
1479,907418010,20,218836
1480,907418040,20,193000
1481,907420080,60,189000
1482,907425010,120,149300
1483,907425015,120,141000
1484,907425030,120,149000
1485,907425035,120,144500
1486,908102030,30,85000
1487,908102040,90,145900
1488,908102140,20,123000
1489,908102260,20,147500
1490,908103260,85,165000
1491,908103280,20,135000
1492,908127120,30,108000
1493,908128050,85,137500
1494,908128110,60,165400
1495,908151040,80,147000
1496,908152110,60,160500
1497,908152270,20,176000
1498,908154080,20,284700
1499,908154235,60,160000
1500,908186040,180,148000
1501,908201100,90,82000
1502,908201110,90,82000
1503,908201120,90,118000
1504,908204160,90,82500
1505,908225170,190,91900
1506,908226120,50,120000
1507,908250040,50,96000
1508,908250090,20,99000
1509,908275130,50,130500
1510,908275180,50,135000
1511,908275280,50,135500
1512,908276140,80,100000
1513,909100150,30,108000
1514,909100170,30,98000
1515,909101060,30,67000
1516,909101180,190,135900
1517,909131170,70,140000
1518,909175050,75,179500
1519,909175100,50,136500
1520,909177120,30,168000
1521,909201110,70,130000
1522,909250040,70,189000
1523,909250230,90,161900
1524,909251080,70,145000
1525,909251090,70,191000
1526,909252110,70,177000
1527,909252220,50,147500
1528,909253190,30,91000
1529,909254050,70,231000
1530,909256060,50,115000
1531,909275040,70,138000
1532,909275050,70,149000
1533,909276170,70,188700
1534,909277040,50,198000
1535,909277070,50,110000
1536,909281030,20,104000
1537,909281110,70,257076
1538,909282030,50,381000
1539,909425010,50,311500
1540,909425085,50,263400
1541,909428170,20,236500
1542,909428190,20,224000
1543,909451020,160,116500
1544,909451150,160,151000
1545,910200080,30,126000
1546,910201130,50,120000
1547,910202050,30,55000
1548,910202100,30,120500
1549,910203020,30,120500
1550,910203090,50,119000
1551,910205010,80,126000
1552,910206110,30,99500
1553,910226040,50,165500
1554,910251050,20,13100
1555,911102090,70,89000
1556,911102170,70,40000
1557,911102180,50,80900
1558,911226010,30,81000
1559,911226030,70,65000
1560,911370410,120,392500
1561,911370490,120,294464
1562,911370520,120,250000
1563,911370540,120,275000
1564,914453045,20,300000
1565,914465060,20,271000
1566,914467050,60,213000
1567,914475020,80,171000
1568,914476010,20,171500
1569,914476080,90,100000
1570,914476450,20,228500
1571,916125425,190,228950
1572,916226030,120,241500
1573,916325080,20,287000
1574,916380060,20,294000
1575,916382120,20,293077
1576,916384100,60,264966
1577,916386040,80,172500
1578,916386080,80,167500
1579,916386180,60,218689
1580,916402015,20,150000
1581,916402115,20,184000
1582,916402215,20,180000
1583,916403230,80,175000
1584,916455120,20,232500
1585,916460060,20,195000
1586,916477020,60,305000
1587,921126030,20,298751
1588,921201060,20,370000
1589,923202005,90,209200
1590,923202015,90,206300
1591,923202137,20,146000
1592,923203140,120,160500
1593,923204040,85,173000
1594,923225080,120,124000
1595,923225150,160,115000
1596,923225200,160,129500
1597,923225310,180,105000
1598,923225370,180,94900
1599,923227030,20,152500
1600,923228080,160,98000
1601,923228420,180,81000
1602,923250210,20,113000
1603,923252100,20,128500
1604,923275090,20,119500
1605,923277030,20,130500
1606,923277040,20,138000
1607,923277080,20,134500
1608,923400040,50,160000
1609,923426010,20,137500
1610,924100020,60,172000
1611,1007100110,70,103000
1612,526352080,20,167300
1613,526352090,20,167000
1614,526355170,20,244000
1615,526355190,20,268000
1616,527105140,60,225000
1617,527107040,60,168000
1618,527110080,60,177000
1619,527110120,60,169000
1620,527110130,80,161500
1621,527126030,120,251000
1622,527158090,80,160000
1623,527161090,60,180000
1624,527162080,60,178750
1625,527162090,20,176000
1626,527162140,60,204000
1627,527163080,20,160000
1628,527165020,80,160000
1629,527165100,80,163900
1630,527165170,60,168000
1631,527175130,20,154204
1632,527182040,120,170000
1633,527182170,160,207500
1634,527184020,120,182000
1635,527184110,120,212000
1636,527210060,20,377426
1637,527212060,60,349265
1638,527216080,20,591587
1639,527226040,190,155000
1640,527252050,120,319900
1641,527252070,20,392000
1642,527256030,20,441929
1643,527256040,20,455000
1644,527301080,20,182900
1645,527301280,20,174000
1646,527302020,80,178000
1647,527302060,60,176000
1648,527302090,20,213000
1649,527325090,60,192000
1650,527325110,60,190000
1651,527327050,60,195000
1652,527328020,80,148000
1653,527328050,20,151500
1654,527353080,60,197000
1655,527354050,20,192350
1656,527356050,60,152000
1657,527357020,20,170000
1658,527358060,20,175000
1659,527359010,60,175000
1660,527359080,60,197900
1661,527359160,80,174000
1662,527377110,60,178900
1663,527402090,80,139000
1664,527402150,20,143250
1665,527402240,60,184000
1666,527403310,20,155000
1667,527404050,20,133000
1668,527404100,20,119500
1669,527404140,20,123000
1670,527404150,20,110000
1671,527425025,20,128000
1672,527425140,20,120500
1673,527427090,120,133000
1674,527427160,120,155000
1675,527427200,120,177000
1676,527450030,160,113500
1677,527450150,160,113000
1678,527450220,160,113700
1679,527451020,160,106000
1680,527451170,160,122500
1681,527452100,120,128000
1682,527453010,160,155000
1683,527455030,120,142500
1684,527455250,20,129250
1685,528102050,20,356000
1686,528102090,20,314813
1687,528102100,20,318000
1688,528102120,20,322400
1689,528102130,20,318000
1690,528104010,20,345474
1691,528106040,20,415298
1692,528106050,60,492000
1693,528106060,60,338931
1694,528106110,20,450000
1695,528108160,60,280000
1696,528110040,20,479069
1697,528110070,20,395000
1698,528110100,60,380000
1699,528112150,20,250000
1700,528114050,20,440000
1701,528118040,60,418000
1702,528118050,20,500067
1703,528120010,60,260116
1704,528120150,60,317000
1705,528142050,60,319500
1706,528144050,60,325624
1707,528150040,20,372000
1708,528150110,60,342000
1709,528150120,60,354000
1710,528166150,60,350000
1711,528168040,60,285000
1712,528172030,60,281500
1713,528172050,20,245700
1714,528172070,20,232698
1715,528172075,60,250000
1716,528174010,120,194700
1717,528174020,120,204000
1718,528174030,120,200000
1719,528174040,120,207000
1720,528181060,120,209500
1721,528181070,120,209500
1722,528181080,120,202500
1723,528186050,120,280000
1724,528186090,120,277500
1725,528186120,120,318061
1726,528186190,120,221370
1727,528188160,120,200000
1728,528218010,60,181755
1729,528218020,60,176000
1730,528218050,60,178900
1731,528218100,60,168165
1732,528221030,60,171925
1733,528221040,60,198444
1734,528221050,20,203000
1735,528221090,60,179540
1736,528222030,20,176485
1737,528222040,20,181134
1738,528222050,60,156932
1739,528222060,60,166000
1740,528222080,60,177594
1741,528222090,20,173500
1742,528228270,120,172500
1743,528228275,120,194201
1744,528228375,120,226500
1745,528228555,20,185485
1746,528231010,20,259000
1747,528231030,80,188500
1748,528235000,80,175000
1749,528235160,60,215000
1750,528235170,20,206580
1751,528240020,60,183500
1752,528250010,80,165500
1753,528250070,60,211000
1754,528275035,60,181000
1755,528275110,60,219500
1756,528280110,60,175000
1757,528280150,80,170000
1758,528290060,60,162000
1759,528290170,60,187000
1760,528294010,60,185000
1761,528320050,60,745000
1762,528322020,60,384500
1763,528326060,60,248000
1764,528327060,20,466500
1765,528340030,60,410000
1766,528344020,60,322500
1767,528348030,60,252000
1768,528351010,60,755000
1769,528354060,60,269790
1770,528354110,60,315750
1771,528358040,60,290000
1772,528364110,60,290000
1773,528366050,20,430000
1774,528366070,60,263000
1775,528376010,60,330000
1776,528427040,20,213133
1777,528427100,20,260261
1778,528429090,20,320000
1779,528429110,20,282922
1780,528431030,20,215000
1781,528431040,20,419005
1782,528431050,20,255000
1783,528431110,20,147000
1784,528435010,20,235876
1785,528435040,20,311872
1786,528435060,20,248328
1787,528435070,20,227000
1788,528439040,20,260000
1789,528439050,20,225000
1790,528439080,20,249000
1791,528441080,20,307000
1792,528445020,60,250000
1793,528445070,60,221300
1794,528456190,20,208900
1795,528456230,20,210400
1796,528458080,60,255000
1797,528458090,60,212109
1798,528458120,60,270000
1799,528458130,60,303477
1800,528458150,60,310013
1801,528477020,20,249700
1802,528480020,60,227875
1803,528480180,20,261329
1804,528482010,20,253000
1805,528482030,60,265000
1806,528482090,60,340000
1807,531363020,20,146000
1808,531363040,20,147000
1809,531375140,20,149000
1810,531376060,20,181000
1811,531380110,60,201000
1812,531384070,60,191750
1813,531385070,20,179000
1814,531385130,20,215000
1815,531451030,120,179200
1816,531451150,160,128000
1817,531453140,85,144000
1818,531477040,90,144000
1819,532353120,20,120750
1820,532354010,20,132500
1821,532354060,20,132000
1822,532354070,20,132500
1823,532376040,20,129000
1824,532376090,20,143900
1825,532377050,20,145000
1826,532377140,20,128500
1827,532378240,20,125500
1828,532476080,60,300000
1829,532477040,60,294000
1830,532479050,20,129000
1831,532479120,85,171000
1832,532479140,20,147000
1833,533120030,60,302000
1834,533130170,50,285000
1835,533205110,120,214000
1836,533206060,120,166000
1837,533206070,120,193800
1838,533208010,120,208900
1839,533208020,120,194000
1840,533208030,120,207500
1841,533208040,120,199900
1842,533208070,160,164700
1843,533213130,160,176500
1844,533213140,160,176000
1845,533221030,160,168500
1846,533221060,160,177000
1847,533221100,160,177000
1848,533223050,160,148800
1849,533236040,160,174000
1850,533241030,60,239000
1851,533242080,20,204000
1852,533242090,60,301000
1853,533244040,60,312500
1854,533250190,120,279700
1855,533251110,20,255000
1856,533251130,80,194000
1857,533252130,20,218000
1858,533253180,120,213750
1859,533254100,80,187000
1860,533254130,20,181500
1861,533350020,20,373000
1862,533352075,90,190000
1863,534104090,60,226000
1864,534125120,20,143450
1865,534127080,60,240050
1866,534127140,85,162500
1867,534127260,20,164000
1868,534128090,20,185000
1869,534151090,20,188500
1870,534151180,60,255000
1871,534175010,90,136905
1872,534176140,20,158500
1873,534177210,20,175500
1874,534178010,20,127000
1875,534201040,20,127000
1876,534202030,20,143000
1877,534204120,20,156000
1878,534252040,20,144000
1879,534252060,90,119000
1880,534252070,90,103000
1881,534252110,20,139900
1882,534275170,20,151500
1883,534275220,20,126500
1884,534276070,80,145000
1885,534276160,20,120000
1886,534276180,20,124000
1887,534276290,20,106500
1888,534278150,20,140500
1889,534278170,20,137500
1890,534278190,20,117600
1891,534401120,20,163500
1892,534401200,80,161000
1893,534403040,80,158000
1894,534403290,60,224500
1895,534403420,20,147000
1896,534425015,20,200000
1897,534425080,20,181900
1898,534427140,20,150750
1899,534429030,90,101800
1900,534430090,20,124000
1901,534431020,45,138500
1902,534450090,20,39300
1903,534450110,20,64500
1904,534451020,50,64000
1905,534453080,20,112000
1906,534475170,60,165000
1907,534476080,20,144000
1908,534478140,90,137000
1909,534479120,50,105000
1910,534479140,70,146500
1911,535101150,90,126000
1912,535102010,85,175000
1913,535105110,80,158500
1914,535106140,20,114500
1915,535106180,50,144000
1916,535126180,60,129000
1917,535151020,20,141000
1918,535151100,20,131000
1919,535151110,20,142100
1920,535152060,20,139000
1921,535154080,20,157900
1922,535155110,20,139400
1923,535176070,20,150000
1924,535177020,20,120000
1925,535177110,20,174850
1926,535179120,20,116000
1927,535180030,20,135000
1928,535181030,20,163500
1929,535181140,20,130000
1930,535300040,20,129500
1931,535301060,20,142000
1932,535301160,90,128600
1933,535302070,20,125000
1934,535304170,20,136000
1935,535305180,20,134500
1936,535325090,20,127000
1937,535325280,80,130000
1938,535325320,50,115000
1939,535327160,20,116900
1940,535327200,20,132000
1941,535353050,20,153000
1942,535353130,20,112500
1943,535353160,50,138000
1944,535354050,45,135000
1945,535354260,50,156000
1946,535355020,70,301600
1947,535375130,50,109000
1948,535376010,45,103200
1949,535378080,50,128500
1950,535379060,30,64500
1951,535379110,70,148000
1952,535382150,30,86000
1953,535402140,80,172000
1954,535402180,20,120000
1955,535403030,20,128500
1956,535426130,60,135000
1957,535450190,50,122900
1958,535450220,20,119200
1959,535450310,50,143000
1960,535451040,20,119000
1961,535451100,20,102000
1962,535451110,20,129000
1963,535452060,20,135000
1964,535453080,20,152000
1965,535453150,20,140000
1966,535453180,20,152000
1967,535457020,20,156500
1968,535457040,90,141000
1969,535457050,20,99000
1970,535476360,60,187000
1971,535477130,60,169500
1972,535477180,20,125500
1973,535478040,85,130000
1974,902100010,30,103000
1975,902105110,70,132000
1976,902106070,50,127500
1977,902106120,30,89500
1978,902107050,90,140000
1979,902110010,30,99900
1980,902125120,30,100000
1981,902128160,30,130000
1982,902201090,50,135000
1983,902201130,50,120000
1984,902202070,30,89471
1985,902205020,50,85000
1986,902205130,30,108500
1987,902206270,70,137000
1988,902207010,30,110500
1989,902207150,30,100000
1990,902300020,70,184900
1991,902300040,70,145000
1992,902301030,50,125000
1993,902301130,70,114000
1994,902302150,190,90000
1995,902303100,50,144100
1996,902304040,70,117500
1997,902305010,70,124500
1998,902330090,75,185000
1999,902332030,190,133900
2000,902401030,40,152000
2001,902404010,30,153500
2002,902408080,70,159500
2003,902427040,50,87000
2004,902427140,20,104500
2005,902427180,80,110000
2006,903201090,40,136500
2007,903204030,50,128250
2008,903205085,30,144000
2009,903206170,50,210000
2010,903225040,50,135000
2011,903227140,70,128000
2012,903228080,50,131000
2013,903231050,45,113000
2014,903231090,50,126000
2015,903231180,50,132000
2016,903232100,50,131750
2017,903233030,50,132500
2018,903233050,70,137500
2019,903233140,45,132000
2020,903233180,50,127500
2021,903234160,30,102000
2022,903236130,70,200000
2023,903400040,70,180500
2024,903401070,50,165000
2025,903425270,50,90000
2026,903425280,70,153575
2027,903426010,70,140000
2028,903427040,50,136000
2029,903430040,45,113000
2030,903430050,50,117000
2031,903450060,50,169500
2032,903451110,45,139400
2033,903453080,80,202500
2034,903454010,70,127000
2035,903454090,50,141000
2036,903456110,60,212300
2037,903457040,50,161000
2038,903457130,190,99500
2039,903458020,75,101000
2040,903458060,30,109900
2041,903475040,50,128500
2042,903475060,190,122000
2043,903476100,45,87000
2044,903484080,50,50000
2045,904100100,70,219000
2046,904101070,50,200500
2047,904301110,50,126000
2048,904302010,190,108500
2049,905100060,190,130000
2050,905100080,85,158450
2051,905101070,20,115400
2052,905101200,20,118500
2053,905102010,80,165000
2054,905103110,20,123000
2055,905104030,85,129000
2056,905104090,20,125000
2057,905104170,20,108000
2058,905104240,190,119900
2059,905105040,20,115000
2060,905105170,20,134500
2061,905105260,20,127000
2062,905106150,20,129000
2063,905107140,20,143500
2064,905200010,20,129000
2065,905201080,20,187000
2066,905225020,60,158000
2067,905226050,30,112000
2068,905226080,50,165250
2069,905226130,20,150000
2070,905226170,20,137000
2071,905228020,20,89500
2072,905301050,20,302000
2073,905352010,20,182000
2074,905352180,60,211000
2075,905376090,20,216000
2076,905377020,20,130000
2077,905377050,20,109900
2078,905401020,20,255000
2079,905426010,20,243000
2080,905451390,50,154000
2081,905475270,20,118000
2082,905475520,30,80000
2083,905476160,90,150000
2084,905476170,30,86000
2085,905476225,120,130000
2086,905478140,20,125000
2087,905478220,50,136500
2088,905480090,50,96000
2089,905480180,20,120000
2090,906200230,50,228500
2091,906201022,20,179900
2092,906201023,60,225000
2093,906201200,60,301000
2094,906203140,60,238000
2095,906204140,60,228500
2096,906223040,60,220000
2097,906340080,60,383970
2098,906340090,60,424870
2099,906378120,20,250000
2100,906378150,20,360000
2101,906378170,20,279500
2102,906380010,20,200141
2103,906380040,20,246500
2104,906380070,60,276000
2105,906380120,20,203000
2106,906380140,60,155835
2107,906380160,20,194000
2108,906380200,20,195400
2109,906382020,20,217000
2110,906382060,20,212999
2111,906392080,20,175900
2112,906394020,60,191000
2113,906394050,20,176432
2114,906402070,60,277000
2115,906403060,60,207000
2116,906426060,50,277000
2117,906426195,60,240000
2118,906475110,60,187500
2119,906475170,20,279000
2120,907125040,20,139500
2121,907125120,20,126000
2122,907130060,20,177500
2123,907131060,60,175000
2124,907131120,60,211000
2125,907135050,20,146000
2126,907135080,20,147900
2127,907135180,20,123600
2128,907180040,60,204750
2129,907187040,60,235500
2130,907187060,60,217000
2131,907192020,60,190550
2132,907192040,60,217500
2133,907192120,20,226000
2134,907192150,60,180000
2135,907200130,20,131000
2136,907200190,80,153500
2137,907200250,80,160000
2138,907200270,20,134900
2139,907202100,20,130000
2140,907202220,20,120000
2141,907203060,20,112500
2142,907203110,20,122000
2143,907227060,20,127000
2144,907227100,20,117000
2145,907250050,20,305900
2146,907252020,60,228500
2147,907252190,20,270000
2148,907260040,20,192000
2149,907260050,60,213000
2150,907262020,60,200000
2151,907270040,60,267000
2152,907275080,20,228000
2153,907275150,60,275000
2154,907280090,60,211000
2155,907280100,20,285000
2156,907285040,60,240000
2157,907290140,120,131500
2158,907295040,20,246900
2159,907401060,60,219500
2160,907405130,20,185000
2161,907410020,60,179400
2162,907410050,60,213500
2163,907414060,20,179600
2164,907414070,20,173500
2165,907420050,20,167840
2166,907420060,60,168675
2167,907420110,60,167000
2168,908102100,20,140000
2169,908102160,85,118500
2170,908103090,20,110000
2171,908127040,20,94750
2172,908127060,50,122000
2173,908127070,20,110000
2174,908127100,90,118500
2175,908152060,80,133500
2176,908152070,20,148000
2177,908152180,90,141000
2178,908152260,20,155000
2179,908152280,20,157000
2180,908152290,60,171500
2181,908154195,20,183850
2182,908154205,60,184750
2183,908186050,180,140000
2184,908204090,20,131750
2185,908204180,90,61500
2186,908225240,20,111000
2187,908225310,90,98500
2188,908226180,30,79000
2189,908228010,40,108500
2190,908250100,20,110000
2191,908275090,50,112000
2192,908275200,20,125000
2193,908275240,20,79275
2194,908276230,20,119000
2195,909176080,190,200000
2196,909176170,90,150000
2197,909250150,70,165000
2198,909250160,45,96500
2199,909251030,30,136500
2200,909251040,50,146500
2201,909252010,50,175000
2202,909252150,70,148500
2203,909252170,70,141500
2204,909254090,50,189950
2205,909254100,70,135000
2206,909254130,75,164000
2207,909254140,30,90350
2208,909254150,50,139000
2209,909256120,30,119750
2210,909275020,90,145000
2211,909275030,90,145000
2212,909275110,70,238000
2213,909275160,20,153500
2214,909275310,70,239000
2215,909276160,70,359100
2216,909276210,50,188000
2217,909279080,50,220000
2218,909281020,190,140000
2219,909281130,70,315000
2220,909282020,70,259500
2221,909425140,20,257500
2222,909425270,70,219500
2223,909428120,20,217000
2224,909428180,20,201000
2225,909428340,20,215000
2226,909451130,160,123900
2227,909452102,20,170000
2228,909455060,120,200000
2229,909475050,20,198000
2230,909475070,20,200624
2231,909475230,20,315000
2232,910200040,50,115000
2233,910200110,50,141000
2234,910201020,45,87000
2235,910201050,50,129850
2236,910201110,50,100000
2237,910201180,70,150909
2238,910202030,30,75200
2239,910203290,30,118400
2240,910204090,30,67000
2241,910205130,50,152000
2242,910206010,50,68104
2243,911103060,190,119600
2244,911128010,20,140000
2245,911128020,30,124900
2246,911370450,120,375000
2247,911370460,120,235000
2248,914452090,85,183500
2249,914452120,85,156000
2250,914452190,20,134000
2251,914460020,20,215000
2252,914460110,20,245000
2253,914476330,20,210000
2254,914478020,80,148000
2255,914478100,85,143000
2256,916226090,120,244000
2257,916253320,120,330000
2258,916326040,20,170000
2259,916326090,20,257000
2260,916384050,20,231713
2261,916384070,20,267300
2262,916384080,20,265900
2263,916384150,20,239000
2264,916386170,20,248900
2265,916403040,20,174000
2266,916403290,50,187500
2267,916455010,60,204000
2268,916455050,20,180500
2269,916455110,80,187500
2270,916455150,20,282000
2271,916460020,20,178000
2272,916475020,20,270000
2273,916477060,60,279900
2274,917425190,20,186700
2275,921126010,20,283463
2276,921128030,20,392000
2277,921205070,60,281213
2278,923202134,20,147000
2279,923202220,20,130000
2280,923203010,120,140000
2281,923204050,20,132250
2282,923204140,90,143000
2283,923205025,190,168000
2284,923225040,120,129900
2285,923225050,120,134000
2286,923226300,160,85500
2287,923228200,180,106500
2288,923228220,160,93900
2289,923228250,160,75000
2290,923228290,180,84500
2291,923228390,160,75190
2292,923229010,80,146800
2293,923229040,85,153500
2294,923229100,80,188000
2295,923229140,20,196000
2296,923230010,60,157000
2297,923230120,85,138000
2298,923230180,85,129500
2299,923251160,20,80000
2300,923252080,20,129500
2301,923275010,20,135000
2302,923275200,20,124500
2303,923276180,20,139000
2304,923400150,20,93500
2305,923425030,20,124500
2306,526302030,20,149900
2307,526302040,20,157500
2308,526302120,20,169000
2309,526303060,20,252000
2310,526354020,20,192100
2311,527105060,60,183500
2312,527106010,60,222000
2313,527107020,60,170000
2314,527107030,60,187500
2315,527107120,60,202000
2316,527107240,60,185000
2317,527108010,60,320000
2318,527108020,20,240000
2319,527108030,60,250000
2320,527108040,60,239900
2321,527108060,60,309000
2322,527108090,60,274725
2323,527146135,160,270000
2324,527158020,20,183500
2325,527163020,60,165600
2326,527166030,60,176500
2327,527182020,120,130000
2328,527190050,160,239000
2329,527190220,120,275000
2330,527210030,60,457347
2331,527210040,60,545224
2332,527210050,60,356383
2333,527212030,60,556581
2334,527212040,60,361919
2335,527214060,60,535000
2336,527216010,60,401179
2337,527216050,60,438780
2338,527226010,60,169000
2339,527250040,190,145000
2340,527252090,120,318000
2341,527254070,20,319000
2342,527256120,20,470000
2343,527301010,20,202500
2344,527302080,50,229000
2345,527325160,60,235000
2346,527327080,60,190000
2347,527328010,85,169000
2348,527354040,20,241500
2349,527355060,60,188900
2350,527355280,20,207500
2351,527356020,60,250000
2352,527356060,60,179900
2353,527358090,85,172000
2354,527365010,60,294323
2355,527375160,80,184500
2356,527376090,20,153500
2357,527376110,60,162900
2358,527377030,20,181000
2359,527378010,20,155000
2360,527402210,20,138800
2361,527402380,20,116050
2362,527403120,20,88000
2363,527404180,20,97500
2364,527427210,120,190000
2365,527450010,160,105500
2366,527450080,160,125500
2367,527450210,160,83000
2368,527450460,160,116000
2369,527451200,160,91500
2370,527451380,160,118000
2371,527451450,160,89000
2372,527451460,160,108000
2373,527451520,160,94500
2374,527452070,120,146300
2375,527452290,20,145000
2376,527452310,85,123000
2377,527453070,120,137500
2378,527455100,160,144000
2379,528102010,20,315000
2380,528102080,60,412083
2381,528106010,60,342643
2382,528106120,20,252000
2383,528110050,20,465000
2384,528112010,20,293000
2385,528114010,20,415000
2386,528116030,20,326000
2387,528118010,60,325300
2388,528118020,60,309000
2389,528118110,60,300000
2390,528120110,60,275500
2391,528120140,60,338500
2392,528138030,60,345000
2393,528142010,60,344133
2394,528142060,60,298236
2395,528142070,60,329900
2396,528142110,20,360000
2397,528144030,60,281000
2398,528150080,20,372397
2399,528150090,20,378000
2400,528164040,20,374000
2401,528170040,60,437154
2402,528172020,60,275000
2403,528172150,60,279000
2404,528174080,120,185850
2405,528180080,120,282500
2406,528181030,120,202500
2407,528181040,120,202665
2408,528186100,20,332200
2409,528186110,120,310090
